700316; Interruttore di protezione OK <arresto immediato> (=520C-QA1:14) manca; sinumerik_alarm_plc_pmc; 03.06.2020 09:31:17.4830000; 
704333; Anomalia TDI al caricamento/scaricamento dell'utensile di PLC; sinumerik_alarm_plc_pmc; 09.06.2020 14:19:12.0710000; 09.06.2020 14:19:22.1980000
754847; Creare dati utensile su punto di caricamento avviso di fine ciclo   manca; sinumerik_alarm_plc_pmc; 09.06.2020 15:19:15.8540000; 09.06.2020 15:19:21.3000000
16927; Canale 1: Azione 'Cambio al modo operativo manuale' non consentita con elaborazione interrupt attiva; sinumerik_alarm_nck; 10.06.2020 08:00:33.3610000; 10.06.2020 08:00:33.7200000
16927; Canale 1: Azione 'Cambio al modo operativo manuale' non consentita con elaborazione interrupt attiva; sinumerik_alarm_nck; 10.06.2020 09:42:51.6570000; 10.06.2020 09:42:51.8150000
27002; Asse X_1_ test stop in corso; sinumerik_alarm_nck; 11.06.2020 00:08:00.8830000; 11.06.2020 00:08:01.0870000
27002; Asse Y_1_ test stop in corso; sinumerik_alarm_nck; 11.06.2020 00:08:00.8830000; 11.06.2020 00:08:01.0870000
27002; Asse A_1_ test stop in corso; sinumerik_alarm_nck; 11.06.2020 00:08:00.8910000; 11.06.2020 00:08:01.0950000
27002; Asse SP1 test stop in corso; sinumerik_alarm_nck; 11.06.2020 00:08:00.8910000; 11.06.2020 00:08:01.0950000
27002; Asse Z_1_ test stop in corso; sinumerik_alarm_nck; 11.06.2020 00:08:00.8930000; 11.06.2020 00:08:01.0970000
27002; Asse B_1_ test stop in corso; sinumerik_alarm_nck; 11.06.2020 00:08:00.8930000; 11.06.2020 00:08:01.0970000
201798; Asse B_1_ DRV_3.14:2 (15), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 11.06.2020 00:08:00.8790000; 11.06.2020 00:08:01.9370000
201798; Asse A_1_ DRV_3.14:3 (17), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 11.06.2020 00:08:00.8790000; 11.06.2020 00:08:01.9530000
201798; Asse X_1_ DRV_3.3:3 (11), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 11.06.2020 00:08:00.8800000; 11.06.2020 00:08:02.0570000
201798; Asse Y_1_ DRV_3.3:5 (12), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 11.06.2020 00:08:00.8800000; 11.06.2020 00:08:02.0730000
201798; Asse Z_1_ DRV_3.3:4 (13), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 11.06.2020 00:08:00.8800000; 11.06.2020 00:08:02.0890000
201798; Asse SP1 DRV_3.3:7 (18), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 11.06.2020 00:08:00.8800000; 11.06.2020 00:08:02.1050000
27002; Asse ZM1_ test stop in corso; sinumerik_alarm_nck; 11.06.2020 00:08:01.2690000; 11.06.2020 00:08:01.4730000
27002; Asse Y_2_ test stop in corso; sinumerik_alarm_nck; 11.06.2020 00:08:01.2690000; 11.06.2020 00:08:01.4730000
27002; Asse ES1_ test stop in corso; sinumerik_alarm_nck; 11.06.2020 00:08:01.2710000; 11.06.2020 00:08:01.4750000
27002; Asse E_1_ test stop in corso; sinumerik_alarm_nck; 11.06.2020 00:08:01.2710000; 11.06.2020 00:08:01.4750000
27002; Asse Q_1_ test stop in corso; sinumerik_alarm_nck; 11.06.2020 00:08:01.2730000; 11.06.2020 00:08:01.4770000
27002; Asse EL1_ test stop in corso; sinumerik_alarm_nck; 11.06.2020 00:08:01.2730000; 11.06.2020 00:08:01.4770000
201798; Asse Q_1_ DRV_3.15:2 (22), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 11.06.2020 00:08:01.2630000; 11.06.2020 00:08:02.4170000
201798; Asse EL1_ DRV_3.15:4 (24), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 11.06.2020 00:08:01.2630000; 11.06.2020 00:08:02.4360000
201798; Asse ES1_ DRV_3.15:6 (26), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 11.06.2020 00:08:01.2630000; 11.06.2020 00:08:02.4530000
201798; Asse E_1_ DRV_3.15:5 (28), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 11.06.2020 00:08:01.2630000; 11.06.2020 00:08:02.4680000
201798; Asse ZM1_ DRV_3.15:3 (30), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 11.06.2020 00:08:01.2630000; 11.06.2020 00:08:02.4840000
704801; Controllo rottura utensile 1: braccio scansione non ha toccato la punta utensile: ammasso trucioli??; sinumerik_alarm_plc_pmc; 11.06.2020 01:51:34.4850000; 11.06.2020 06:45:04.2200000
66011; Selezione utensile: utensile selezionato 4882 manca o è bloccato  ==>>  canale 1 set N26600; sinumerik_alarm_nck; 11.06.2020 04:32:25.5840000; 11.06.2020 06:45:03.7950000
510219; Allarme SET da canale NC 1 attivo; sinumerik_alarm_plc_pmc; 11.06.2020 04:32:25.6350000; 11.06.2020 06:45:04.2950000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 11.06.2020 05:32:26.2110000; 11.06.2020 07:45:04.4930000
66011; Selezione utensile: utensile selezionato 4882 manca o è bloccato  ==>>  canale 1 set N26600; sinumerik_alarm_nck; 11.06.2020 06:57:13.9290000; 11.06.2020 06:57:19.4350000
510219; Allarme SET da canale NC 1 attivo; sinumerik_alarm_plc_pmc; 11.06.2020 06:57:14.1500000; 11.06.2020 07:30:23.1310000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 11.06.2020 07:57:14.6110000; 11.06.2020 08:30:22.9920000
66196; Mandrino 1: lunghezza dell'utensile L2 <> lunghezza di riferimento: G_Spi1_Control_L2_D[4] /- Tol ==>> canale 1 blocco N240; sinumerik_alarm_nck; 11.06.2020 09:17:10.2010000; 11.06.2020 09:17:31.6470000
510219; Allarme SET da canale NC 1 attivo; sinumerik_alarm_plc_pmc; 11.06.2020 09:17:10.3960000; 11.06.2020 09:17:23.7510000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 11.06.2020 10:17:10.8150000; 11.06.2020 10:17:24.2260000
703736; Riparo di carico: è presente un'anomalia nel convertitore --> vedi immagine diagnostica S120; sinumerik_alarm_plc_pmc; 11.06.2020 09:42:25.4570000; 11.06.2020 09:42:30.1800000
66195; Mandrino 1: lunghezza dell'utensile L2 <> lunghezza di riferimento: G_Spi1_Control_L2_D[3] /- Tol ==>> canale 1 blocco N300; sinumerik_alarm_nck; 11.06.2020 09:42:46.0530000; 11.06.2020 09:42:54.1310000
510219; Allarme SET da canale NC 1 attivo; sinumerik_alarm_plc_pmc; 11.06.2020 09:42:46.1480000; 11.06.2020 09:43:00.1170000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 11.06.2020 10:42:46.5980000; 11.06.2020 10:43:00.3690000
751637; Carico/scarico utensile attivo / tutti i canali in reset   manca; sinumerik_alarm_plc_pmc; 11.06.2020 10:56:11.4450000; 11.06.2020 10:56:14.7910000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 11.06.2020 10:56:11.4460000; 11.06.2020 10:56:14.8630000
12070; Canale 1: Blocco 893: troppe funzioni G determinanti la sintassi; sinumerik_alarm_nck; 11.06.2020 10:27:28.6390000; 11.06.2020 10:27:58.1120000
12010; Canale 1: Blocco 859 indirizzo F tipo di indirizzo programmato troppo frequentemente; sinumerik_alarm_nck; 11.06.2020 10:31:16.7120000; 11.06.2020 10:31:56.1240000
12070; Canale 1: Blocco 894: troppe funzioni G determinanti la sintassi; sinumerik_alarm_nck; 11.06.2020 10:32:22.5670000; 11.06.2020 10:33:09.8090000
10621; Canale 1: L'asse Z_1_ è sul finecorsa software  ; sinumerik_alarm_nck; 11.06.2020 10:35:07.7940000; 11.06.2020 10:35:08.6100000
66011; Selezione utensile: utensile selezionato 4996 manca o è bloccato  ==>>  canale 1 set N26600; sinumerik_alarm_nck; 11.06.2020 11:00:14.0750000; 11.06.2020 11:00:18.0050000
510219; Allarme SET da canale NC 1 attivo; sinumerik_alarm_plc_pmc; 11.06.2020 11:00:14.1090000; 11.06.2020 11:00:18.4320000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 11.06.2020 12:00:14.7760000; 11.06.2020 12:00:18.9340000
22069; Canale 1: Blocco N25100 correzione del raggio utensile: non c'è alcun utensile disponibile nel gruppo utensili 4996, programma /_N_CMA_DIR/_N_G_TM_T_SUBSTITU; sinumerik_alarm_nck; 11.06.2020 11:04:11.0880000; 11.06.2020 11:04:51.3490000
66195; Mandrino 1: lunghezza dell'utensile L2 <> lunghezza di riferimento: G_Spi1_Control_L2_D[3] /- Tol ==>> canale 1 blocco N300; sinumerik_alarm_nck; 11.06.2020 11:10:10.4200000; 11.06.2020 11:10:22.5490000
16906; Canale 1: Influenza sul programma: azione 'Avviare l'elaborazione selezionata' interrotta a causa di un allarme; sinumerik_alarm_nck; 11.06.2020 11:10:10.4550000; 11.06.2020 11:10:22.5490000
510219; Allarme SET da canale NC 1 attivo; sinumerik_alarm_plc_pmc; 11.06.2020 11:10:10.6490000; 11.06.2020 11:10:23.1740000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 11.06.2020 12:10:11.5750000; 11.06.2020 12:10:23.8220000
65561; [G_TOOL_CHECK] Canale 1 Blocco N300 Lunghezza utensile tagliente 2 fuori tolleranza; sinumerik_alarm_nck; 11.06.2020 11:11:16.4830000; 11.06.2020 11:11:24.1590000
510219; Allarme SET da canale NC 1 attivo; sinumerik_alarm_plc_pmc; 11.06.2020 11:11:16.6000000; 11.06.2020 11:11:24.6060000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 11.06.2020 12:11:17.4990000; 11.06.2020 12:11:25.4900000
61107; Canale 1: Blocco 1224: La prima profondità di foratura è definita in modo errato; sinumerik_alarm_nck; 11.06.2020 11:12:26.1020000; 11.06.2020 11:12:59.5690000
752828; Pressostato analogico pressione HDK, smontato  DB1800.dbx39.1 manca; sinumerik_alarm_plc_pmc; 11.06.2020 12:12:28.4620000; 11.06.2020 12:13:00.4420000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 11.06.2020 12:12:28.7020000; 11.06.2020 12:13:00.0480000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 11.06.2020 12:12:28.7020000; 11.06.2020 12:13:00.0480000
16927; Canale 2: Azione 'Cambio al modo operativo di programma' non consentita con elaborazione interrupt attiva; sinumerik_alarm_nck; 11.06.2020 11:13:15.1220000; 11.06.2020 11:13:29.9740000
16927; Canale 1: Azione 'Cambio al modo operativo di programma' non consentita con elaborazione interrupt attiva; sinumerik_alarm_nck; 11.06.2020 11:13:15.2060000; 11.06.2020 11:13:16.8280000
61107; Canale 1: Blocco 1224: La prima profondità di foratura è definita in modo errato; sinumerik_alarm_nck; 11.06.2020 11:13:35.4380000; 11.06.2020 11:14:03.1770000
65561; [G_TOOL_CHECK] Canale 1 Blocco N300 Lunghezza utensile tagliente 2 fuori tolleranza; sinumerik_alarm_nck; 11.06.2020 11:15:16.1480000; 11.06.2020 11:15:25.3860000
510219; Allarme SET da canale NC 1 attivo; sinumerik_alarm_plc_pmc; 11.06.2020 11:15:16.3660000; 11.06.2020 11:16:03.3700000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 11.06.2020 12:15:16.7160000; 11.06.2020 12:16:03.3650000
66195; Mandrino 1: lunghezza dell'utensile L2 <> lunghezza di riferimento: G_Spi1_Control_L2_D[3] /- Tol ==>> canale 1 blocco N300; sinumerik_alarm_nck; 11.06.2020 11:17:34.4710000; 11.06.2020 11:17:52.2240000
510219; Allarme SET da canale NC 1 attivo; sinumerik_alarm_plc_pmc; 11.06.2020 11:17:34.6680000; 11.06.2020 11:17:44.9380000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 11.06.2020 12:17:35.1230000; 11.06.2020 12:17:46.4290000
66196; Mandrino 1: lunghezza dell'utensile L2 <> lunghezza di riferimento: G_Spi1_Control_L2_D[4] /- Tol ==>> canale 1 blocco N240; sinumerik_alarm_nck; 11.06.2020 11:22:54.6250000; 11.06.2020 11:23:03.2990000
510219; Allarme SET da canale NC 1 attivo; sinumerik_alarm_plc_pmc; 11.06.2020 11:22:54.7860000; 11.06.2020 11:23:04.0410000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 11.06.2020 12:22:55.3230000; 11.06.2020 12:23:04.2370000
12550; Canale 1: Blocco 1339: nome WALVOIL sconosciuto oppure non definito; sinumerik_alarm_nck; 11.06.2020 11:23:46.1810000; 11.06.2020 11:24:03.1560000
66195; Mandrino 1: lunghezza dell'utensile L2 <> lunghezza di riferimento: G_Spi1_Control_L2_D[3] /- Tol ==>> canale 1 blocco N300; sinumerik_alarm_nck; 11.06.2020 11:27:02.4660000; 11.06.2020 11:27:10.9920000
510219; Allarme SET da canale NC 1 attivo; sinumerik_alarm_plc_pmc; 11.06.2020 11:27:02.5210000; 11.06.2020 11:27:11.5670000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 11.06.2020 12:27:03.0050000; 11.06.2020 12:27:11.4910000
701711; Impianto lubrorefrigerante pompa ad alta pressione  selezione pressione fuori range valido; sinumerik_alarm_plc_pmc; 11.06.2020 11:28:15.1030000; 11.06.2020 11:28:42.5590000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 11.06.2020 12:28:15.8320000; 11.06.2020 12:28:42.9760000
752811; Alimentazione refrigerante ad alta pressione OK  DB1800.DBX12.1 manca; sinumerik_alarm_plc_pmc; 11.06.2020 12:28:25.1130000; 11.06.2020 12:28:42.4960000
752827; Pressostato analogico pressione HDK raggiunta  DB1800.dbx39.0 manca; sinumerik_alarm_plc_pmc; 11.06.2020 12:28:25.1140000; 11.06.2020 12:28:42.4970000
752832; Utensile1 refrigerante ad alta pressione inserito  =1450FC3-QM3-MB1:x1 manca; sinumerik_alarm_plc_pmc; 11.06.2020 12:28:25.1150000; 11.06.2020 12:28:42.4970000
16927; Canale 1: Azione 'Cambio al modo operativo manuale' non consentita con elaborazione interrupt attiva; sinumerik_alarm_nck; 11.06.2020 15:03:28.5900000; 11.06.2020 15:09:33.6240000
27002; Asse X_1_ test stop in corso; sinumerik_alarm_nck; 12.06.2020 07:32:51.0020000; 12.06.2020 07:32:51.2060000
27002; Asse Y_1_ test stop in corso; sinumerik_alarm_nck; 12.06.2020 07:32:51.0020000; 12.06.2020 07:32:51.2060000
27002; Asse A_1_ test stop in corso; sinumerik_alarm_nck; 12.06.2020 07:32:51.0100000; 12.06.2020 07:32:51.2140000
27002; Asse SP1 test stop in corso; sinumerik_alarm_nck; 12.06.2020 07:32:51.0100000; 12.06.2020 07:32:51.2140000
27002; Asse Z_1_ test stop in corso; sinumerik_alarm_nck; 12.06.2020 07:32:51.0120000; 12.06.2020 07:32:51.2160000
27002; Asse B_1_ test stop in corso; sinumerik_alarm_nck; 12.06.2020 07:32:51.0120000; 12.06.2020 07:32:51.2160000
201798; Asse B_1_ DRV_3.14:2 (15), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 12.06.2020 07:32:50.9980000; 12.06.2020 07:32:52.0590000
201798; Asse A_1_ DRV_3.14:3 (17), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 12.06.2020 07:32:50.9980000; 12.06.2020 07:32:52.0740000
201798; Asse X_1_ DRV_3.3:3 (11), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 12.06.2020 07:32:50.9990000; 12.06.2020 07:32:52.1860000
201798; Asse Y_1_ DRV_3.3:5 (12), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 12.06.2020 07:32:50.9990000; 12.06.2020 07:32:52.2180000
201798; Asse Z_1_ DRV_3.3:4 (13), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 12.06.2020 07:32:50.9990000; 12.06.2020 07:32:52.2350000
201798; Asse SP1 DRV_3.3:7 (18), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 12.06.2020 07:32:50.9990000; 12.06.2020 07:32:52.3060000
27002; Asse ZM1_ test stop in corso; sinumerik_alarm_nck; 12.06.2020 07:32:51.3880000; 12.06.2020 07:32:51.5920000
27002; Asse Y_2_ test stop in corso; sinumerik_alarm_nck; 12.06.2020 07:32:51.3880000; 12.06.2020 07:32:51.5920000
27002; Asse ES1_ test stop in corso; sinumerik_alarm_nck; 12.06.2020 07:32:51.3900000; 12.06.2020 07:32:51.5940000
27002; Asse E_1_ test stop in corso; sinumerik_alarm_nck; 12.06.2020 07:32:51.3900000; 12.06.2020 07:32:51.5940000
27002; Asse Q_1_ test stop in corso; sinumerik_alarm_nck; 12.06.2020 07:32:51.3920000; 12.06.2020 07:32:51.5960000
27002; Asse EL1_ test stop in corso; sinumerik_alarm_nck; 12.06.2020 07:32:51.3920000; 12.06.2020 07:32:51.5960000
201798; Asse Q_1_ DRV_3.15:2 (22), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 12.06.2020 07:32:51.3830000; 12.06.2020 07:32:52.5300000
201798; Asse EL1_ DRV_3.15:4 (24), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 12.06.2020 07:32:51.3830000; 12.06.2020 07:32:52.5470000
201798; Asse ES1_ DRV_3.15:6 (26), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 12.06.2020 07:32:51.3830000; 12.06.2020 07:32:52.5620000
201798; Asse E_1_ DRV_3.15:5 (28), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 12.06.2020 07:32:51.3830000; 12.06.2020 07:32:52.5780000
201798; Asse ZM1_ DRV_3.15:3 (30), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 12.06.2020 07:32:51.3830000; 12.06.2020 07:32:52.5940000
560126; Mandrino: velocità programmata superiore alla velocità massima; sinumerik_alarm_plc_pmc; 12.06.2020 07:54:34.2600000; 12.06.2020 08:10:45.3910000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 12.06.2020 08:54:35.2400000; 12.06.2020 09:10:45.3990000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 12.06.2020 08:54:35.2400000; 12.06.2020 09:10:45.3990000
560126; Mandrino: velocità programmata superiore alla velocità massima; sinumerik_alarm_plc_pmc; 12.06.2020 08:10:47.4930000; 12.06.2020 08:10:55.7150000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 12.06.2020 09:10:47.8480000; 12.06.2020 09:10:55.8710000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 12.06.2020 09:10:47.8480000; 12.06.2020 09:10:55.8720000
67308; Caricatore UT: asse EL/ES/E in zona di disturbo asse Q (utensile - magazzino ==>> canale 3 blocco N600985; sinumerik_alarm_nck; 12.06.2020 08:11:01.5480000; 12.06.2020 08:11:58.3970000
511303; Allarme SET da canale NC 3 attivo; sinumerik_alarm_plc_pmc; 12.06.2020 08:11:01.6070000; 12.06.2020 08:11:58.1310000
560126; Mandrino: velocità programmata superiore alla velocità massima; sinumerik_alarm_plc_pmc; 12.06.2020 08:11:59.7980000; 12.06.2020 08:12:12.5180000
703321; Pezzo RTB non serrato, se utensile in uso; sinumerik_alarm_plc_pmc; 12.06.2020 08:11:59.9030000; 12.06.2020 08:12:12.6270000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 12.06.2020 09:12:00.1550000; 12.06.2020 09:12:12.8210000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 12.06.2020 09:12:00.1560000; 12.06.2020 09:12:12.8210000
560126; Mandrino: velocità programmata superiore alla velocità massima; sinumerik_alarm_plc_pmc; 12.06.2020 08:12:15.8470000; 12.06.2020 08:12:32.2930000
703321; Pezzo RTB non serrato, se utensile in uso; sinumerik_alarm_plc_pmc; 12.06.2020 08:12:15.9510000; 12.06.2020 08:12:32.1830000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 12.06.2020 09:12:16.9630000; 12.06.2020 09:12:32.3780000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 12.06.2020 09:12:16.9630000; 12.06.2020 09:12:32.3780000
560126; Mandrino: velocità programmata superiore alla velocità massima; sinumerik_alarm_plc_pmc; 12.06.2020 08:12:33.7540000; 12.06.2020 08:12:39.1070000
703321; Pezzo RTB non serrato, se utensile in uso; sinumerik_alarm_plc_pmc; 12.06.2020 08:12:33.8580000; 12.06.2020 08:12:39.2160000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 12.06.2020 09:12:34.2140000; 12.06.2020 09:12:39.3720000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 12.06.2020 09:12:34.2140000; 12.06.2020 09:12:39.3730000
560126; Mandrino: velocità programmata superiore alla velocità massima; sinumerik_alarm_plc_pmc; 12.06.2020 08:12:52.1300000; 12.06.2020 08:13:03.2230000
703321; Pezzo RTB non serrato, se utensile in uso; sinumerik_alarm_plc_pmc; 12.06.2020 08:12:52.2340000; 12.06.2020 08:13:03.3340000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 12.06.2020 09:12:52.7220000; 12.06.2020 09:13:03.2350000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 12.06.2020 09:12:52.7230000; 12.06.2020 09:13:03.2350000
560126; Mandrino: velocità programmata superiore alla velocità massima; sinumerik_alarm_plc_pmc; 12.06.2020 08:13:05.1400000; 12.06.2020 18:41:30.7480000
703321; Pezzo RTB non serrato, se utensile in uso; sinumerik_alarm_plc_pmc; 12.06.2020 08:13:05.2430000; 12.06.2020 18:41:30.6370000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 12.06.2020 09:13:05.9760000; 12.06.2020 19:41:31.2190000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 12.06.2020 09:13:05.9760000; 12.06.2020 19:41:31.2190000
560126; Mandrino: velocità programmata superiore alla velocità massima; sinumerik_alarm_plc_pmc; 12.06.2020 18:41:35.5010000; 12.06.2020 18:41:50.3050000
703321; Pezzo RTB non serrato, se utensile in uso; sinumerik_alarm_plc_pmc; 12.06.2020 18:41:35.6050000; 12.06.2020 18:41:50.1950000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 12.06.2020 19:41:36.6020000; 12.06.2020 19:41:50.4640000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 12.06.2020 19:41:36.6020000; 12.06.2020 19:41:50.4650000
27002; Asse X_1_ test stop in corso; sinumerik_alarm_nck; 13.06.2020 11:14:52.4160000; 13.06.2020 11:14:52.6200000
27002; Asse Y_1_ test stop in corso; sinumerik_alarm_nck; 13.06.2020 11:14:52.4160000; 13.06.2020 11:14:52.6200000
27002; Asse A_1_ test stop in corso; sinumerik_alarm_nck; 13.06.2020 11:14:52.4240000; 13.06.2020 11:14:52.6280000
27002; Asse SP1 test stop in corso; sinumerik_alarm_nck; 13.06.2020 11:14:52.4240000; 13.06.2020 11:14:52.6280000
27002; Asse Z_1_ test stop in corso; sinumerik_alarm_nck; 13.06.2020 11:14:52.4260000; 13.06.2020 11:14:52.6300000
27002; Asse B_1_ test stop in corso; sinumerik_alarm_nck; 13.06.2020 11:14:52.4260000; 13.06.2020 11:14:52.6300000
201798; Asse B_1_ DRV_3.14:2 (15), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 13.06.2020 11:14:52.4090000; 13.06.2020 11:14:53.4690000
201798; Asse A_1_ DRV_3.14:3 (17), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 13.06.2020 11:14:52.4090000; 13.06.2020 11:14:53.4850000
201798; Asse X_1_ DRV_3.3:3 (11), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 13.06.2020 11:14:52.4100000; 13.06.2020 11:14:53.5890000
201798; Asse Y_1_ DRV_3.3:5 (12), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 13.06.2020 11:14:52.4100000; 13.06.2020 11:14:53.6050000
201798; Asse Z_1_ DRV_3.3:4 (13), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 13.06.2020 11:14:52.4100000; 13.06.2020 11:14:53.6210000
201798; Asse SP1 DRV_3.3:7 (18), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 13.06.2020 11:14:52.4100000; 13.06.2020 11:14:53.6380000
27002; Asse ZM1_ test stop in corso; sinumerik_alarm_nck; 13.06.2020 11:14:52.7900000; 13.06.2020 11:14:52.9940000
27002; Asse Y_2_ test stop in corso; sinumerik_alarm_nck; 13.06.2020 11:14:52.7900000; 13.06.2020 11:14:52.9940000
27002; Asse ES1_ test stop in corso; sinumerik_alarm_nck; 13.06.2020 11:14:52.7920000; 13.06.2020 11:14:52.9960000
27002; Asse E_1_ test stop in corso; sinumerik_alarm_nck; 13.06.2020 11:14:52.7920000; 13.06.2020 11:14:52.9960000
27002; Asse Q_1_ test stop in corso; sinumerik_alarm_nck; 13.06.2020 11:14:52.7940000; 13.06.2020 11:14:52.9980000
27002; Asse EL1_ test stop in corso; sinumerik_alarm_nck; 13.06.2020 11:14:52.7940000; 13.06.2020 11:14:52.9980000
