27002; Asse X_1_ test stop in corso; sinumerik_alarm_nck; 02.03.2020 00:09:18.5990000; 
201798; Asse SP1 DRV_3.3:7 (18), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 04.03.2020 00:20:13.7890000; 04.03.2020 00:20:15.0140000
27002; Asse ZM1_ test stop in corso; sinumerik_alarm_nck; 04.03.2020 00:20:14.1780000; 04.03.2020 00:20:14.3820000
27002; Asse Y_2_ test stop in corso; sinumerik_alarm_nck; 04.03.2020 00:20:14.1780000; 04.03.2020 00:20:14.3820000
27002; Asse ES1_ test stop in corso; sinumerik_alarm_nck; 04.03.2020 00:20:14.1800000; 04.03.2020 00:20:14.3840000
27002; Asse E_1_ test stop in corso; sinumerik_alarm_nck; 04.03.2020 00:20:14.1800000; 04.03.2020 00:20:14.3840000
27002; Asse Q_1_ test stop in corso; sinumerik_alarm_nck; 04.03.2020 00:20:14.1820000; 04.03.2020 00:20:14.3860000
27002; Asse EL1_ test stop in corso; sinumerik_alarm_nck; 04.03.2020 00:20:14.1820000; 04.03.2020 00:20:14.3860000
201798; Asse Q_1_ DRV_3.15:2 (22), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 04.03.2020 00:20:14.1730000; 04.03.2020 00:20:15.3100000
201798; Asse EL1_ DRV_3.15:4 (24), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 04.03.2020 00:20:14.1730000; 04.03.2020 00:20:15.3260000
201798; Asse ES1_ DRV_3.15:6 (26), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 04.03.2020 00:20:14.1730000; 04.03.2020 00:20:15.3420000
201798; Asse E_1_ DRV_3.15:5 (28), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 04.03.2020 00:20:14.1730000; 04.03.2020 00:20:15.3620000
201798; Asse ZM1_ DRV_3.15:3 (30), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 04.03.2020 00:20:14.1730000; 04.03.2020 00:20:15.3820000
14014; Canale 1: Programma selezionato 05- non esistente oppure in editazione; sinumerik_alarm_nck; 04.03.2020 09:43:13.4790000; 04.03.2020 09:52:02.3500000
510217; Selezione programma canale 1: anomalia selezione programma pezzi; sinumerik_alarm_plc_pmc; 04.03.2020 09:43:13.6360000; 04.03.2020 09:52:03.2540000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 04.03.2020 09:43:14.0530000; 04.03.2020 09:52:03.2520000
66196; Mandrino 1: lunghezza dell'utensile L2 <> lunghezza di riferimento: G_Spi1_Control_L2_D[4] /- Tol ==>> canale 1 blocco N240; sinumerik_alarm_nck; 04.03.2020 10:16:12.1670000; 04.03.2020 10:16:18.7150000
510219; Allarme SET da canale NC 1 attivo; sinumerik_alarm_plc_pmc; 04.03.2020 10:16:12.2910000; 04.03.2020 10:16:30.1890000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 04.03.2020 10:16:13.7600000; 04.03.2020 10:16:30.1390000
551307; Asse A_Master: sovvracaricato (Md> momento di soglia Mdx Sinamics p2194); sinumerik_alarm_plc_pmc; 04.03.2020 11:09:55.7630000; 04.03.2020 11:10:45.2210000
703321; Pezzo RTB non serrato, se utensile in uso; sinumerik_alarm_plc_pmc; 04.03.2020 11:09:55.8670000; 04.03.2020 11:10:45.1090000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 04.03.2020 11:09:56.3260000; 04.03.2020 11:10:45.7920000
700124; Grob-Dämon: anomalia della funzione di ServiceLog. Eventualmente nessun accesso al supporto informatico.; sinumerik_alarm_plc_pmc; 04.03.2020 11:09:58.8620000; 04.03.2020 11:10:45.0370000
551307; Asse A_Master: sovvracaricato (Md> momento di soglia Mdx Sinamics p2194); sinumerik_alarm_plc_pmc; 04.03.2020 11:14:06.9340000; 04.03.2020 11:14:21.1910000
703321; Pezzo RTB non serrato, se utensile in uso; sinumerik_alarm_plc_pmc; 04.03.2020 11:14:07.0380000; 04.03.2020 11:14:21.0830000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 04.03.2020 11:14:07.5540000; 04.03.2020 11:14:21.0540000
700124; Grob-Dämon: anomalia della funzione di ServiceLog. Eventualmente nessun accesso al supporto informatico.; sinumerik_alarm_plc_pmc; 04.03.2020 11:14:09.8220000; 04.03.2020 11:14:21.2280000
12550; Canale 1: Blocco 681: nome ORIGINEGR_0_180G0 sconosciuto oppure non definito; sinumerik_alarm_nck; 04.03.2020 11:22:55.9410000; 04.03.2020 11:23:20.3330000
22069; Canale 1: Blocco N25100 correzione del raggio utensile: non c'è alcun utensile disponibile nel gruppo utensili 5394, programma /_N_CMA_DIR/_N_G_TM_T_SUBSTITU; sinumerik_alarm_nck; 04.03.2020 11:34:52.1650000; 04.03.2020 11:35:09.9930000
22069; Canale 1: Blocco N25100 correzione del raggio utensile: non c'è alcun utensile disponibile nel gruppo utensili 5394, programma /_N_CMA_DIR/_N_G_TM_T_SUBSTITU; sinumerik_alarm_nck; 04.03.2020 11:35:44.3680000; 04.03.2020 11:36:20.0440000
10621; Canale 1: L'asse X_1_ è sul finecorsa software - ; sinumerik_alarm_nck; 04.03.2020 11:41:47.4030000; 04.03.2020 11:41:50.6280000
66195; Mandrino 1: lunghezza dell'utensile L2 <> lunghezza di riferimento: G_Spi1_Control_L2_D[3] /- Tol ==>> canale 1 blocco N300; sinumerik_alarm_nck; 04.03.2020 11:42:22.5660000; 04.03.2020 11:42:34.9520000
510219; Allarme SET da canale NC 1 attivo; sinumerik_alarm_plc_pmc; 04.03.2020 11:42:22.7920000; 04.03.2020 11:42:40.8950000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 04.03.2020 11:42:23.2740000; 04.03.2020 11:42:40.8780000
14080; Canale 1: Blocco 173: destinazione del salto FINE non trovata; sinumerik_alarm_nck; 04.03.2020 13:32:54.3930000; 04.03.2020 13:33:10.2840000
66196; Mandrino 1: lunghezza dell'utensile L2 <> lunghezza di riferimento: G_Spi1_Control_L2_D[4] /- Tol ==>> canale 1 blocco N240; sinumerik_alarm_nck; 04.03.2020 13:44:08.5820000; 04.03.2020 13:44:12.6480000
510219; Allarme SET da canale NC 1 attivo; sinumerik_alarm_plc_pmc; 04.03.2020 13:44:08.7050000; 04.03.2020 13:44:12.5810000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 04.03.2020 13:44:10.0760000; 04.03.2020 13:44:13.2270000
701711; Impianto lubrorefrigerante pompa ad alta pressione  selezione pressione fuori range valido; sinumerik_alarm_plc_pmc; 04.03.2020 13:45:56.0350000; 04.03.2020 13:45:57.8820000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 04.03.2020 13:45:56.5550000; 04.03.2020 13:45:57.9010000
701711; Impianto lubrorefrigerante pompa ad alta pressione  selezione pressione fuori range valido; sinumerik_alarm_plc_pmc; 04.03.2020 13:45:58.0990000; 04.03.2020 13:45:58.3070000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 04.03.2020 13:45:58.7520000; 04.03.2020 13:46:11.9400000
701711; Impianto lubrorefrigerante pompa ad alta pressione  selezione pressione fuori range valido; sinumerik_alarm_plc_pmc; 04.03.2020 13:45:58.7120000; 04.03.2020 13:46:11.9290000
752811; Alimentazione refrigerante ad alta pressione OK  DB1800.DBX12.1 manca; sinumerik_alarm_plc_pmc; 04.03.2020 13:46:05.6840000; 04.03.2020 13:46:12.1240000
752827; Pressostato analogico pressione HDK raggiunta  DB1800.dbx39.0 manca; sinumerik_alarm_plc_pmc; 04.03.2020 13:46:05.6850000; 04.03.2020 13:46:12.1240000
752832; Utensile1 refrigerante ad alta pressione inserito  =1450FC3-QM3-MB1:x1 manca; sinumerik_alarm_plc_pmc; 04.03.2020 13:46:05.6850000; 04.03.2020 13:46:12.1250000
701711; Impianto lubrorefrigerante pompa ad alta pressione  selezione pressione fuori range valido; sinumerik_alarm_plc_pmc; 04.03.2020 13:46:12.1480000; 04.03.2020 13:46:12.3600000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 04.03.2020 13:46:12.5400000; 04.03.2020 13:46:14.8060000
701711; Impianto lubrorefrigerante pompa ad alta pressione  selezione pressione fuori range valido; sinumerik_alarm_plc_pmc; 04.03.2020 13:46:12.7710000; 04.03.2020 13:46:14.3990000
701711; Impianto lubrorefrigerante pompa ad alta pressione  selezione pressione fuori range valido; sinumerik_alarm_plc_pmc; 04.03.2020 13:46:14.8340000; 04.03.2020 13:46:23.9990000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 04.03.2020 13:46:15.5270000; 04.03.2020 13:46:24.1990000
752811; Alimentazione refrigerante ad alta pressione OK  DB1800.DBX12.1 manca; sinumerik_alarm_plc_pmc; 04.03.2020 13:46:21.8330000; 04.03.2020 13:46:24.0110000
752827; Pressostato analogico pressione HDK raggiunta  DB1800.dbx39.0 manca; sinumerik_alarm_plc_pmc; 04.03.2020 13:46:21.8340000; 04.03.2020 13:46:24.0110000
752832; Utensile1 refrigerante ad alta pressione inserito  =1450FC3-QM3-MB1:x1 manca; sinumerik_alarm_plc_pmc; 04.03.2020 13:46:21.8340000; 04.03.2020 13:46:24.0120000
701711; Impianto lubrorefrigerante pompa ad alta pressione  selezione pressione fuori range valido; sinumerik_alarm_plc_pmc; 04.03.2020 13:46:24.8350000; 04.03.2020 13:46:28.0860000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 04.03.2020 13:46:24.9470000; 04.03.2020 13:46:28.2450000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 04.03.2020 13:46:29.5090000; 04.03.2020 13:46:32.0570000
701711; Impianto lubrorefrigerante pompa ad alta pressione  selezione pressione fuori range valido; sinumerik_alarm_plc_pmc; 04.03.2020 13:46:29.7690000; 04.03.2020 13:46:32.0090000
701711; Impianto lubrorefrigerante pompa ad alta pressione  selezione pressione fuori range valido; sinumerik_alarm_plc_pmc; 04.03.2020 13:46:33.2860000; 04.03.2020 13:46:33.5030000
701711; Impianto lubrorefrigerante pompa ad alta pressione  selezione pressione fuori range valido; sinumerik_alarm_plc_pmc; 04.03.2020 13:46:33.7190000; 04.03.2020 13:46:33.9330000
701711; Impianto lubrorefrigerante pompa ad alta pressione  selezione pressione fuori range valido; sinumerik_alarm_plc_pmc; 04.03.2020 13:46:36.5020000; 04.03.2020 13:46:36.7120000
704334; Anomalia presente al magazzino utensili ausiliarió; sinumerik_alarm_plc_pmc; 04.03.2020 14:35:27.1330000; 04.03.2020 14:35:35.3880000
704801; Controllo rottura utensile 1: braccio scansione non ha toccato la punta utensile: ammasso trucioli??; sinumerik_alarm_plc_pmc; 05.03.2020 02:45:04.2530000; 05.03.2020 09:10:19.1750000
27002; Asse X_1_ test stop in corso; sinumerik_alarm_nck; 05.03.2020 02:45:28.1900000; 05.03.2020 02:45:28.3940000
27002; Asse Y_1_ test stop in corso; sinumerik_alarm_nck; 05.03.2020 02:45:28.1900000; 05.03.2020 02:45:28.3940000
27002; Asse A_1_ test stop in corso; sinumerik_alarm_nck; 05.03.2020 02:45:28.1980000; 05.03.2020 02:45:28.4020000
27002; Asse SP1 test stop in corso; sinumerik_alarm_nck; 05.03.2020 02:45:28.1980000; 05.03.2020 02:45:28.4020000
27002; Asse Z_1_ test stop in corso; sinumerik_alarm_nck; 05.03.2020 02:45:28.2000000; 05.03.2020 02:45:28.4040000
27002; Asse B_1_ test stop in corso; sinumerik_alarm_nck; 05.03.2020 02:45:28.2000000; 05.03.2020 02:45:28.4040000
201798; Asse B_1_ DRV_3.14:2 (15), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 05.03.2020 02:45:28.1870000; 05.03.2020 02:45:29.2430000
201798; Asse A_1_ DRV_3.14:3 (17), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 05.03.2020 02:45:28.1870000; 05.03.2020 02:45:29.2630000
201798; Asse X_1_ DRV_3.3:3 (11), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 05.03.2020 02:45:28.1860000; 05.03.2020 02:45:29.3190000
201798; Asse Y_1_ DRV_3.3:5 (12), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 05.03.2020 02:45:28.1860000; 05.03.2020 02:45:29.3350000
201798; Asse Z_1_ DRV_3.3:4 (13), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 05.03.2020 02:45:28.1860000; 05.03.2020 02:45:29.3750000
201798; Asse SP1 DRV_3.3:7 (18), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 05.03.2020 02:45:28.1860000; 05.03.2020 02:45:29.3910000
27002; Asse ZM1_ test stop in corso; sinumerik_alarm_nck; 05.03.2020 02:45:28.5640000; 05.03.2020 02:45:28.7680000
27002; Asse Y_2_ test stop in corso; sinumerik_alarm_nck; 05.03.2020 02:45:28.5640000; 05.03.2020 02:45:28.7680000
27002; Asse ES1_ test stop in corso; sinumerik_alarm_nck; 05.03.2020 02:45:28.5660000; 05.03.2020 02:45:28.7700000
27002; Asse E_1_ test stop in corso; sinumerik_alarm_nck; 05.03.2020 02:45:28.5660000; 05.03.2020 02:45:28.7700000
27002; Asse Q_1_ test stop in corso; sinumerik_alarm_nck; 05.03.2020 02:45:28.5680000; 05.03.2020 02:45:28.7720000
27002; Asse EL1_ test stop in corso; sinumerik_alarm_nck; 05.03.2020 02:45:28.5680000; 05.03.2020 02:45:28.7720000
201798; Asse Q_1_ DRV_3.15:2 (22), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 05.03.2020 02:45:28.5590000; 05.03.2020 02:45:29.6870000
201798; Asse EL1_ DRV_3.15:4 (24), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 05.03.2020 02:45:28.5590000; 05.03.2020 02:45:29.7150000
201798; Asse ES1_ DRV_3.15:6 (26), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 05.03.2020 02:45:28.5590000; 05.03.2020 02:45:29.7320000
201798; Asse E_1_ DRV_3.15:5 (28), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 05.03.2020 02:45:28.5590000; 05.03.2020 02:45:29.7470000
201798; Asse ZM1_ DRV_3.15:3 (30), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 05.03.2020 02:45:28.5590000; 05.03.2020 02:45:29.7640000
16927; Canale 1: Azione 'Cambio al modo operativo manuale' non consentita con elaborazione interrupt attiva; sinumerik_alarm_nck; 05.03.2020 08:50:44.6120000; 05.03.2020 08:52:45.8410000
14014; Canale 1: Programma selezionato 05- non esistente oppure in editazione; sinumerik_alarm_nck; 05.03.2020 09:18:33.8960000; 05.03.2020 09:38:15.5470000
510217; Selezione programma canale 1: anomalia selezione programma pezzi; sinumerik_alarm_plc_pmc; 05.03.2020 09:18:34.1180000; 05.03.2020 09:38:17.7930000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 05.03.2020 09:18:34.5930000; 05.03.2020 09:38:17.5870000
66011; Selezione utensile: utensile selezionato 5380 manca o è bloccato  ==>>  canale 1 set N26600; sinumerik_alarm_nck; 05.03.2020 09:47:21.7330000; 05.03.2020 09:48:34.3560000
510219; Allarme SET da canale NC 1 attivo; sinumerik_alarm_plc_pmc; 05.03.2020 09:47:21.9370000; 05.03.2020 09:48:35.1980000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 05.03.2020 09:47:22.2790000; 05.03.2020 09:48:35.4220000
10621; Canale 1: L'asse Y_1_ è sul finecorsa software  ; sinumerik_alarm_nck; 05.03.2020 10:09:52.8840000; 05.03.2020 10:09:53.7480000
16907; Canale 1: Azione 'Cambio al modo operativo manuale' possibile solo nello stato di stop; sinumerik_alarm_nck; 05.03.2020 11:11:12.6740000; 05.03.2020 11:11:35.2990000
10621; Canale 1: L'asse Y_1_ è sul finecorsa software  ; sinumerik_alarm_nck; 05.03.2020 11:15:03.0040000; 05.03.2020 11:15:03.8000000
703736; Riparo di carico: è presente un'anomalia nel convertitore --> vedi immagine diagnostica S120; sinumerik_alarm_plc_pmc; 05.03.2020 14:22:01.5370000; 05.03.2020 14:22:04.2300000
703736; Riparo di carico: è presente un'anomalia nel convertitore --> vedi immagine diagnostica S120; sinumerik_alarm_plc_pmc; 05.03.2020 14:22:06.3320000; 05.03.2020 14:22:13.7760000
754801; Zona di protezione magazzino supplementare OK   manca; sinumerik_alarm_plc_pmc; 05.03.2020 14:31:17.8050000; 05.03.2020 14:33:01.5690000
704334; Anomalia presente al magazzino utensili ausiliarió; sinumerik_alarm_plc_pmc; 05.03.2020 14:31:55.1730000; 05.03.2020 14:33:48.6070000
66011; Selezione utensile: utensile selezionato 5420 manca o è bloccato  ==>>  canale 1 set N26600; sinumerik_alarm_nck; 05.03.2020 14:51:17.1600000; 05.03.2020 14:52:51.8860000
510219; Allarme SET da canale NC 1 attivo; sinumerik_alarm_plc_pmc; 05.03.2020 14:51:17.2020000; 05.03.2020 14:52:52.2860000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 05.03.2020 14:51:17.7630000; 05.03.2020 14:52:52.3220000
704801; Controllo rottura utensile 1: braccio scansione non ha toccato la punta utensile: ammasso trucioli??; sinumerik_alarm_plc_pmc; 06.03.2020 03:06:05.9530000; 06.03.2020 07:00:10.9930000
27002; Asse X_1_ test stop in corso; sinumerik_alarm_nck; 06.03.2020 03:06:29.2440000; 06.03.2020 03:06:29.4480000
27002; Asse Y_1_ test stop in corso; sinumerik_alarm_nck; 06.03.2020 03:06:29.2440000; 06.03.2020 03:06:29.4480000
27002; Asse A_1_ test stop in corso; sinumerik_alarm_nck; 06.03.2020 03:06:29.2520000; 06.03.2020 03:06:29.4560000
27002; Asse SP1 test stop in corso; sinumerik_alarm_nck; 06.03.2020 03:06:29.2520000; 06.03.2020 03:06:29.4560000
27002; Asse Z_1_ test stop in corso; sinumerik_alarm_nck; 06.03.2020 03:06:29.2540000; 06.03.2020 03:06:29.4580000
27002; Asse B_1_ test stop in corso; sinumerik_alarm_nck; 06.03.2020 03:06:29.2540000; 06.03.2020 03:06:29.4580000
201798; Asse B_1_ DRV_3.14:2 (15), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 06.03.2020 03:06:29.2430000; 06.03.2020 03:06:30.2930000
201798; Asse A_1_ DRV_3.14:3 (17), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 06.03.2020 03:06:29.2430000; 06.03.2020 03:06:30.3090000
201798; Asse X_1_ DRV_3.3:3 (11), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 06.03.2020 03:06:29.2430000; 06.03.2020 03:06:30.4130000
201798; Asse Y_1_ DRV_3.3:5 (12), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 06.03.2020 03:06:29.2430000; 06.03.2020 03:06:30.4290000
201798; Asse Z_1_ DRV_3.3:4 (13), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 06.03.2020 03:06:29.2430000; 06.03.2020 03:06:30.4620000
201798; Asse SP1 DRV_3.3:7 (18), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 06.03.2020 03:06:29.2430000; 06.03.2020 03:06:30.4780000
27002; Asse ZM1_ test stop in corso; sinumerik_alarm_nck; 06.03.2020 03:06:29.6300000; 06.03.2020 03:06:29.8340000
27002; Asse Y_2_ test stop in corso; sinumerik_alarm_nck; 06.03.2020 03:06:29.6300000; 06.03.2020 03:06:29.8340000
27002; Asse ES1_ test stop in corso; sinumerik_alarm_nck; 06.03.2020 03:06:29.6320000; 06.03.2020 03:06:29.8360000
27002; Asse E_1_ test stop in corso; sinumerik_alarm_nck; 06.03.2020 03:06:29.6320000; 06.03.2020 03:06:29.8360000
27002; Asse Q_1_ test stop in corso; sinumerik_alarm_nck; 06.03.2020 03:06:29.6340000; 06.03.2020 03:06:29.8380000
27002; Asse EL1_ test stop in corso; sinumerik_alarm_nck; 06.03.2020 03:06:29.6340000; 06.03.2020 03:06:29.8380000
201798; Asse Q_1_ DRV_3.15:2 (22), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 06.03.2020 03:06:29.6280000; 06.03.2020 03:06:30.7740000
201798; Asse EL1_ DRV_3.15:4 (24), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 06.03.2020 03:06:29.6280000; 06.03.2020 03:06:30.7980000
201798; Asse ES1_ DRV_3.15:6 (26), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 06.03.2020 03:06:29.6280000; 06.03.2020 03:06:30.8180000
201798; Asse E_1_ DRV_3.15:5 (28), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 06.03.2020 03:06:29.6280000; 06.03.2020 03:06:30.8910000
14080; Canale 1: Blocco 95: destinazione del salto T_55572 non trovata; sinumerik_alarm_nck; 06.03.2020 03:06:40.2860000; 06.03.2020 06:56:05.5160000
10621; Canale 1: L'asse X_1_ è sul finecorsa software - ; sinumerik_alarm_nck; 06.03.2020 10:54:19.1770000; 06.03.2020 10:54:48.4880000
16927; Canale 3: Azione 'Cambio al modo operativo manuale' non consentita con elaborazione interrupt attiva; sinumerik_alarm_nck; 06.03.2020 10:59:46.3580000; 06.03.2020 11:00:23.7420000
751637; Carico/scarico utensile attivo / tutti i canali in reset   manca; sinumerik_alarm_plc_pmc; 06.03.2020 11:08:41.7260000; 06.03.2020 11:08:43.6380000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 06.03.2020 11:08:41.7270000; 06.03.2020 11:08:43.7350000
910001; Controllo rottura utensile 1: rottura utensile:  Duplo n.: 0 (rimuovere tutti i pezzi rotti dalla canalina trucioli); ; 06.03.2020 11:37:47.6350000; 06.03.2020 11:43:03.1200000
67301; Toolcheck 1 (BKM9) non in posizione iniziale  ==>> Canale 3 Set N506000; sinumerik_alarm_nck; 06.03.2020 11:38:21.6260000; 06.03.2020 11:43:02.1850000
510219; Allarme SET da canale NC 1 attivo; sinumerik_alarm_plc_pmc; 06.03.2020 11:38:21.7840000; 06.03.2020 11:43:02.6170000
511303; Allarme SET da canale NC 3 attivo; sinumerik_alarm_plc_pmc; 06.03.2020 11:38:21.7840000; 06.03.2020 11:43:02.6170000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 06.03.2020 11:38:22.4240000; 06.03.2020 11:43:02.9310000
704351; lunghezza max. utensile in mandrino 1 inferiore a lunghezza di taglio; sinumerik_alarm_plc_pmc; 06.03.2020 12:10:46.9670000; 06.03.2020 12:11:05.1020000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 06.03.2020 12:10:47.6010000; 06.03.2020 12:11:06.1760000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 06.03.2020 12:10:47.6020000; 06.03.2020 12:11:06.1760000
16927; Canale 1: Azione 'Cambio al modo operativo di programma' non consentita con elaborazione interrupt attiva; sinumerik_alarm_nck; 06.03.2020 12:11:13.5160000; 06.03.2020 12:11:15.2820000
6406; Canale 1: Manca la tacitazione PLC al comando 01; sinumerik_alarm_nck; 06.03.2020 12:46:22.7650000; 06.03.2020 12:46:47.4870000
16906; Canale 1: Influenza sul programma: azione 'Interrupt utente (posizione di default)' interrotta a causa di un allarme; sinumerik_alarm_nck; 06.03.2020 12:46:22.9840000; 06.03.2020 12:46:47.4870000
6406; Canale 1: Manca la tacitazione PLC al comando 01; sinumerik_alarm_nck; 06.03.2020 12:46:55.4670000; 06.03.2020 12:47:02.0020000
16906; Canale 1: Influenza sul programma: azione 'Interrupt utente (posizione di default)' interrotta a causa di un allarme; sinumerik_alarm_nck; 06.03.2020 12:46:55.6780000; 06.03.2020 12:46:56.2840000
22069; Canale 1: Blocco N25100 correzione del raggio utensile: non c'è alcun utensile disponibile nel gruppo utensili 5060, programma /_N_CMA_DIR/_N_G_TM_T_SUBSTITU; sinumerik_alarm_nck; 06.03.2020 14:34:36.3510000; 06.03.2020 14:36:34.0200000
66011; Selezione utensile: utensile selezionato 5060 manca o è bloccato  ==>>  canale 1 set N26600; sinumerik_alarm_nck; 06.03.2020 14:38:52.8410000; 06.03.2020 14:38:59.7490000
510219; Allarme SET da canale NC 1 attivo; sinumerik_alarm_plc_pmc; 06.03.2020 14:38:53.0590000; 06.03.2020 14:39:00.6900000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 06.03.2020 14:38:53.7180000; 06.03.2020 14:39:00.8100000
551307; Asse A_Master: sovvracaricato (Md> momento di soglia Mdx Sinamics p2194); sinumerik_alarm_plc_pmc; 06.03.2020 20:36:54.2210000; 07.03.2020 08:06:58.4560000
703321; Pezzo RTB non serrato, se utensile in uso; sinumerik_alarm_plc_pmc; 06.03.2020 20:36:54.3240000; 07.03.2020 08:06:58.5670000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 06.03.2020 20:36:54.5360000; 07.03.2020 08:06:58.5390000
700124; Grob-Dämon: anomalia della funzione di ServiceLog. Eventualmente nessun accesso al supporto informatico.; sinumerik_alarm_plc_pmc; 06.03.2020 20:36:57.1380000; 07.03.2020 08:06:58.4920000
27002; Asse X_1_ test stop in corso; sinumerik_alarm_nck; 07.03.2020 08:18:59.7050000; 07.03.2020 08:18:59.9100000
27002; Asse Y_1_ test stop in corso; sinumerik_alarm_nck; 07.03.2020 08:18:59.7050000; 07.03.2020 08:18:59.9100000
27002; Asse A_1_ test stop in corso; sinumerik_alarm_nck; 07.03.2020 08:18:59.7130000; 07.03.2020 08:18:59.9180000
27002; Asse SP1 test stop in corso; sinumerik_alarm_nck; 07.03.2020 08:18:59.7130000; 07.03.2020 08:18:59.9180000
