27002; Asse X_1_ test stop in corso; sinumerik_alarm_nck; 01.02.2020 00:34:35.6560000; 
704334; Anomalia presente al magazzino utensili ausiliarió; sinumerik_alarm_plc_pmc; 06.02.2020 15:26:24.0180000; 06.02.2020 15:26:25.0570000
704346; Errore nello spostamento dell'utensile: ordine di spostamento paratoia dal magazzino utensili ausiliario impossibile -> utensile disponibile su alloggiamento speciale paratoia; sinumerik_alarm_plc_pmc; 06.02.2020 15:26:29.6550000; 06.02.2020 15:27:06.3140000
704347; Errore durante il caricamento utensile senza chip: preselezionato utensile caricato/scaricato con chip; sinumerik_alarm_plc_pmc; 06.02.2020 15:26:29.6550000; 06.02.2020 15:27:06.3140000
754801; Zona di protezione magazzino supplementare OK   manca; sinumerik_alarm_plc_pmc; 06.02.2020 15:26:42.7090000; 06.02.2020 15:27:06.7180000
704346; Errore nello spostamento dell'utensile: ordine di spostamento paratoia dal magazzino utensili ausiliario impossibile -> utensile disponibile su alloggiamento speciale paratoia; sinumerik_alarm_plc_pmc; 06.02.2020 15:39:15.1940000; 06.02.2020 15:39:43.5080000
704347; Errore durante il caricamento utensile senza chip: preselezionato utensile caricato/scaricato con chip; sinumerik_alarm_plc_pmc; 06.02.2020 15:39:15.1940000; 06.02.2020 15:39:43.5080000
754803; Spia luminosa gestione degli utensili è attiva   manca; sinumerik_alarm_plc_pmc; 06.02.2020 15:39:19.3920000; 06.02.2020 15:39:43.4800000
704334; Anomalia presente al magazzino utensili ausiliarió; sinumerik_alarm_plc_pmc; 06.02.2020 15:39:45.3790000; 06.02.2020 15:39:58.9500000
704333; Anomalia TDI al caricamento/scaricamento dell'utensile di PLC; sinumerik_alarm_plc_pmc; 06.02.2020 15:40:13.2020000; 06.02.2020 15:40:29.6820000
754847; Creare dati utensile su punto di caricamento avviso di fine ciclo   manca; sinumerik_alarm_plc_pmc; 06.02.2020 15:40:17.5520000; 06.02.2020 15:40:26.7310000
704333; Anomalia TDI al caricamento/scaricamento dell'utensile di PLC; sinumerik_alarm_plc_pmc; 06.02.2020 15:40:57.8450000; 06.02.2020 15:41:05.0790000
754847; Creare dati utensile su punto di caricamento avviso di fine ciclo   manca; sinumerik_alarm_plc_pmc; 06.02.2020 15:41:01.9860000; 06.02.2020 15:41:04.7980000
754801; Zona di protezione magazzino supplementare OK   manca; sinumerik_alarm_plc_pmc; 06.02.2020 15:41:11.1600000; 06.02.2020 15:42:02.6850000
704334; Anomalia presente al magazzino utensili ausiliarió; sinumerik_alarm_plc_pmc; 06.02.2020 15:41:53.0470000; 06.02.2020 15:42:02.2760000
754801; Zona di protezione magazzino supplementare OK   manca; sinumerik_alarm_plc_pmc; 06.02.2020 15:42:38.9830000; 06.02.2020 15:43:20.7520000
704334; Anomalia presente al magazzino utensili ausiliarió; sinumerik_alarm_plc_pmc; 06.02.2020 15:43:17.3240000; 06.02.2020 15:43:22.0900000
704334; Anomalia presente al magazzino utensili ausiliarió; sinumerik_alarm_plc_pmc; 06.02.2020 15:43:22.3100000; 06.02.2020 15:43:22.7320000
704334; Anomalia presente al magazzino utensili ausiliarió; sinumerik_alarm_plc_pmc; 06.02.2020 15:43:22.9510000; 06.02.2020 15:43:33.8680000
16927; Canale 1: Azione 'Cambio al modo operativo di programma' non consentita con elaborazione interrupt attiva; sinumerik_alarm_nck; 06.02.2020 15:45:16.9750000; 06.02.2020 15:45:17.3340000
704346; Errore nello spostamento dell'utensile: ordine di spostamento paratoia dal magazzino utensili ausiliario impossibile -> utensile disponibile su alloggiamento speciale paratoia; sinumerik_alarm_plc_pmc; 06.02.2020 15:45:58.5070000; 06.02.2020 15:46:18.3580000
704347; Errore durante il caricamento utensile senza chip: preselezionato utensile caricato/scaricato con chip; sinumerik_alarm_plc_pmc; 06.02.2020 15:45:58.5070000; 06.02.2020 15:46:18.3580000
754803; Spia luminosa gestione degli utensili è attiva   manca; sinumerik_alarm_plc_pmc; 06.02.2020 15:46:02.5230000; 06.02.2020 15:46:19.5840000
704346; Errore nello spostamento dell'utensile: ordine di spostamento paratoia dal magazzino utensili ausiliario impossibile -> utensile disponibile su alloggiamento speciale paratoia; sinumerik_alarm_plc_pmc; 06.02.2020 15:46:21.2680000; 06.02.2020 15:46:37.4900000
704347; Errore durante il caricamento utensile senza chip: preselezionato utensile caricato/scaricato con chip; sinumerik_alarm_plc_pmc; 06.02.2020 15:46:21.2680000; 06.02.2020 15:46:37.4900000
704333; Anomalia TDI al caricamento/scaricamento dell'utensile di PLC; sinumerik_alarm_plc_pmc; 06.02.2020 15:47:38.5390000; 06.02.2020 15:47:46.3850000
754847; Creare dati utensile su punto di caricamento avviso di fine ciclo   manca; sinumerik_alarm_plc_pmc; 06.02.2020 15:47:42.7010000; 06.02.2020 15:47:44.8490000
704333; Anomalia TDI al caricamento/scaricamento dell'utensile di PLC; sinumerik_alarm_plc_pmc; 06.02.2020 15:48:04.4560000; 06.02.2020 15:48:10.4570000
754847; Creare dati utensile su punto di caricamento avviso di fine ciclo   manca; sinumerik_alarm_plc_pmc; 06.02.2020 15:48:08.3930000; 06.02.2020 15:48:09.1070000
754801; Zona di protezione magazzino supplementare OK   manca; sinumerik_alarm_plc_pmc; 06.02.2020 15:48:27.2350000; 06.02.2020 15:48:31.2820000
704338; Errore alla conversione dell'utensile: allogiamento di destinazione non è idoneo; sinumerik_alarm_plc_pmc; 06.02.2020 15:48:40.1480000; 06.02.2020 15:48:44.2630000
16927; Canale 2: Azione 'Cambio al modo operativo manuale' non consentita con elaborazione interrupt attiva; sinumerik_alarm_nck; 06.02.2020 16:04:08.1670000; 06.02.2020 16:04:17.3960000
701711; Impianto lubrorefrigerante pompa ad alta pressione  selezione pressione fuori range valido; sinumerik_alarm_plc_pmc; 06.02.2020 16:50:21.8100000; 06.02.2020 16:50:27.1500000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 06.02.2020 16:50:22.7410000; 06.02.2020 16:50:27.9390000
16927; Canale 1: Azione 'Cambio al modo operativo di programma' non consentita con elaborazione interrupt attiva; sinumerik_alarm_nck; 07.02.2020 08:36:01.5380000; 07.02.2020 08:36:02.9750000
754954; Magazzino utensili ausiliario: destinazione magazzino 1/1 posto uguale posizioe delle asse Q   manca; sinumerik_alarm_plc_pmc; 07.02.2020 08:37:01.4420000; 07.02.2020 08:37:13.1230000
754987; Asse Q1: mag. 1/1 in posizione griglia verso punto di caricamento   manca; sinumerik_alarm_plc_pmc; 07.02.2020 08:37:01.4420000; 07.02.2020 08:37:13.1240000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 07.02.2020 08:38:10.9160000; 07.02.2020 08:38:14.2000000
754954; Magazzino utensili ausiliario: destinazione magazzino 1/1 posto uguale posizioe delle asse Q   manca; sinumerik_alarm_plc_pmc; 07.02.2020 08:38:10.9170000; 07.02.2020 08:38:14.2030000
754987; Asse Q1: mag. 1/1 in posizione griglia verso punto di caricamento   manca; sinumerik_alarm_plc_pmc; 07.02.2020 08:38:10.9180000; 07.02.2020 08:38:14.2030000
12080; Canale 1: Blocco 17: errore di sintassi nel testo EOL; sinumerik_alarm_nck; 07.02.2020 09:05:12.8330000; 07.02.2020 09:05:19.4770000
14080; Canale 1: Blocco 175: destinazione del salto FINE non trovata; sinumerik_alarm_nck; 07.02.2020 09:06:51.3320000; 07.02.2020 09:07:09.8860000
14080; Canale 1: Blocco 173: destinazione del salto FINE non trovata; sinumerik_alarm_nck; 07.02.2020 09:10:00.9580000; 07.02.2020 09:10:12.0370000
16927; Canale 1: Azione 'Cambio al modo operativo manuale' non consentita con elaborazione interrupt attiva; sinumerik_alarm_nck; 07.02.2020 09:58:44.7970000; 07.02.2020 09:58:46.5930000
27002; Asse X_1_ test stop in corso; sinumerik_alarm_nck; 07.02.2020 09:59:25.6950000; 07.02.2020 09:59:25.8990000
27002; Asse Y_1_ test stop in corso; sinumerik_alarm_nck; 07.02.2020 09:59:25.6950000; 07.02.2020 09:59:25.8990000
27002; Asse A_1_ test stop in corso; sinumerik_alarm_nck; 07.02.2020 09:59:25.7030000; 07.02.2020 09:59:25.9070000
27002; Asse SP1 test stop in corso; sinumerik_alarm_nck; 07.02.2020 09:59:25.7030000; 07.02.2020 09:59:25.9070000
27002; Asse Z_1_ test stop in corso; sinumerik_alarm_nck; 07.02.2020 09:59:25.7050000; 07.02.2020 09:59:25.9090000
27002; Asse B_1_ test stop in corso; sinumerik_alarm_nck; 07.02.2020 09:59:25.7050000; 07.02.2020 09:59:25.9090000
201798; Asse B_1_ DRV_3.14:2 (15), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 07.02.2020 09:59:25.6960000; 07.02.2020 09:59:26.7570000
201798; Asse A_1_ DRV_3.14:3 (17), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 07.02.2020 09:59:25.6960000; 07.02.2020 09:59:26.7770000
201798; Asse X_1_ DRV_3.3:3 (11), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 07.02.2020 09:59:25.6970000; 07.02.2020 09:59:26.8650000
201798; Asse Y_1_ DRV_3.3:5 (12), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 07.02.2020 09:59:25.6970000; 07.02.2020 09:59:26.8810000
201798; Asse Z_1_ DRV_3.3:4 (13), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 07.02.2020 09:59:25.6970000; 07.02.2020 09:59:26.8970000
201798; Asse SP1 DRV_3.3:7 (18), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 07.02.2020 09:59:25.6970000; 07.02.2020 09:59:26.9930000
27002; Asse ZM1_ test stop in corso; sinumerik_alarm_nck; 07.02.2020 09:59:26.0690000; 07.02.2020 09:59:26.2730000
27002; Asse Y_2_ test stop in corso; sinumerik_alarm_nck; 07.02.2020 09:59:26.0690000; 07.02.2020 09:59:26.2730000
27002; Asse ES1_ test stop in corso; sinumerik_alarm_nck; 07.02.2020 09:59:26.0710000; 07.02.2020 09:59:26.2750000
27002; Asse E_1_ test stop in corso; sinumerik_alarm_nck; 07.02.2020 09:59:26.0710000; 07.02.2020 09:59:26.2750000
27002; Asse Q_1_ test stop in corso; sinumerik_alarm_nck; 07.02.2020 09:59:26.0730000; 07.02.2020 09:59:26.2770000
27002; Asse EL1_ test stop in corso; sinumerik_alarm_nck; 07.02.2020 09:59:26.0730000; 07.02.2020 09:59:26.2770000
201798; Asse Q_1_ DRV_3.15:2 (22), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 07.02.2020 09:59:26.0670000; 07.02.2020 09:59:27.2130000
201798; Asse EL1_ DRV_3.15:4 (24), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 07.02.2020 09:59:26.0670000; 07.02.2020 09:59:27.2290000
201798; Asse ES1_ DRV_3.15:6 (26), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 07.02.2020 09:59:26.0670000; 07.02.2020 09:59:27.2450000
201798; Asse E_1_ DRV_3.15:5 (28), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 07.02.2020 09:59:26.0670000; 07.02.2020 09:59:27.2850000
201798; Asse ZM1_ DRV_3.15:3 (30), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 07.02.2020 09:59:26.0670000; 07.02.2020 09:59:27.3130000
701711; Impianto lubrorefrigerante pompa ad alta pressione  selezione pressione fuori range valido; sinumerik_alarm_plc_pmc; 07.02.2020 10:02:05.7950000; 07.02.2020 10:02:11.5450000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 07.02.2020 10:02:06.4790000; 07.02.2020 10:02:11.6970000
701711; Impianto lubrorefrigerante pompa ad alta pressione  selezione pressione fuori range valido; sinumerik_alarm_plc_pmc; 07.02.2020 10:02:11.9800000; 07.02.2020 10:02:12.8130000
701711; Impianto lubrorefrigerante pompa ad alta pressione  selezione pressione fuori range valido; sinumerik_alarm_plc_pmc; 07.02.2020 10:02:13.6600000; 07.02.2020 10:02:16.7400000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 07.02.2020 10:02:15.8650000; 07.02.2020 10:02:16.9670000
752811; Alimentazione refrigerante ad alta pressione OK  DB1800.DBX12.1 manca; sinumerik_alarm_plc_pmc; 07.02.2020 10:02:15.9570000; 07.02.2020 10:02:16.9660000
752827; Pressostato analogico pressione HDK raggiunta  DB1800.dbx39.0 manca; sinumerik_alarm_plc_pmc; 07.02.2020 10:02:15.9580000; 07.02.2020 10:02:16.9660000
752832; Utensile1 refrigerante ad alta pressione inserito  =1450FC3-QM3-MB1:x1 manca; sinumerik_alarm_plc_pmc; 07.02.2020 10:02:15.9580000; 07.02.2020 10:02:16.9670000
701711; Impianto lubrorefrigerante pompa ad alta pressione  selezione pressione fuori range valido; sinumerik_alarm_plc_pmc; 07.02.2020 10:02:17.1770000; 07.02.2020 10:02:40.6160000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 07.02.2020 10:02:23.4740000; 07.02.2020 10:02:40.9220000
12180; Canale 1: Blocco 388: concatenamento degli operandi GRADINO) R4=0 non consentito; sinumerik_alarm_nck; 07.02.2020 10:04:47.2780000; 07.02.2020 10:04:53.0420000
12180; Canale 1: Blocco 388: concatenamento degli operandi GRADINO) R4=0 non consentito; sinumerik_alarm_nck; 07.02.2020 10:05:39.8440000; 07.02.2020 10:05:51.5270000
66196; Mandrino 1: lunghezza dell'utensile L2 <> lunghezza di riferimento: G_Spi1_Control_L2_D[4] /- Tol ==>> canale 1 blocco N240; sinumerik_alarm_nck; 07.02.2020 10:13:02.4740000; 07.02.2020 10:13:13.4380000
510219; Allarme SET da canale NC 1 attivo; sinumerik_alarm_plc_pmc; 07.02.2020 10:13:02.5800000; 07.02.2020 10:13:23.7170000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 07.02.2020 10:13:03.2040000; 07.02.2020 10:13:24.2040000
66195; Mandrino 1: lunghezza dell'utensile L2 <> lunghezza di riferimento: G_Spi1_Control_L2_D[3] /- Tol ==>> canale 1 blocco N300; sinumerik_alarm_nck; 07.02.2020 11:46:02.5820000; 07.02.2020 11:46:32.6480000
510219; Allarme SET da canale NC 1 attivo; sinumerik_alarm_plc_pmc; 07.02.2020 11:46:02.7390000; 07.02.2020 11:46:33.3240000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 07.02.2020 11:46:04.2950000; 07.02.2020 11:46:33.3660000
66195; Mandrino 1: lunghezza dell'utensile L2 <> lunghezza di riferimento: G_Spi1_Control_L2_D[3] /- Tol ==>> canale 1 blocco N300; sinumerik_alarm_nck; 07.02.2020 11:47:47.4300000; 07.02.2020 11:47:54.1380000
510219; Allarme SET da canale NC 1 attivo; sinumerik_alarm_plc_pmc; 07.02.2020 11:47:47.5560000; 07.02.2020 11:48:00.3310000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 07.02.2020 11:47:48.2120000; 07.02.2020 11:48:00.1930000
66011; Selezione utensile: utensile selezionato 4994 manca o è bloccato  ==>>  canale 1 set N26600; sinumerik_alarm_nck; 07.02.2020 11:49:12.9520000; 07.02.2020 11:49:20.5660000
510219; Allarme SET da canale NC 1 attivo; sinumerik_alarm_plc_pmc; 07.02.2020 11:49:12.9950000; 07.02.2020 11:49:21.0300000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 07.02.2020 11:49:13.8280000; 07.02.2020 11:49:20.9980000
754854; Ricerca di un posto libero terminata   manca; sinumerik_alarm_plc_pmc; 07.02.2020 11:56:38.7440000; 07.02.2020 11:56:49.3090000
754801; Zona di protezione magazzino supplementare OK   manca; sinumerik_alarm_plc_pmc; 07.02.2020 11:57:00.3040000; 07.02.2020 11:57:36.4480000
754816; Utensile  disponibile in pinza 1  DB3898.DBX2.0 manca; sinumerik_alarm_plc_pmc; 07.02.2020 12:00:13.8440000; 07.02.2020 12:00:17.2860000
754840; Ultimo ordine al magazzino utensili ausiliario è svolto  DB3898.DBX0.7 manca; sinumerik_alarm_plc_pmc; 07.02.2020 12:00:13.8440000; 07.02.2020 12:00:17.2870000
704346; Errore nello spostamento dell'utensile: ordine di spostamento paratoia dal magazzino utensili ausiliario impossibile -> utensile disponibile su alloggiamento speciale paratoia; sinumerik_alarm_plc_pmc; 07.02.2020 12:25:56.7970000; 07.02.2020 12:26:29.2270000
704347; Errore durante il caricamento utensile senza chip: preselezionato utensile caricato/scaricato con chip; sinumerik_alarm_plc_pmc; 07.02.2020 12:25:56.7970000; 07.02.2020 12:26:29.2270000
754801; Zona di protezione magazzino supplementare OK   manca; sinumerik_alarm_plc_pmc; 07.02.2020 12:28:50.4210000; 07.02.2020 12:29:07.4490000
16927; Canale 1: Azione 'Cambio al modo operativo manuale' non consentita con elaborazione interrupt attiva; sinumerik_alarm_nck; 07.02.2020 12:59:22.8460000; 07.02.2020 12:59:47.7010000
16927; Canale 1: Azione 'Cambio al modo operativo manuale' non consentita con elaborazione interrupt attiva; sinumerik_alarm_nck; 07.02.2020 12:59:48.7760000; 07.02.2020 12:59:57.2660000
704801; Controllo rottura utensile 1: braccio scansione non ha toccato la punta utensile: ammasso trucioli??; sinumerik_alarm_plc_pmc; 07.02.2020 14:20:04.3020000; 07.02.2020 15:10:31.8110000
16927; Canale 2: Azione 'Cambio al modo operativo manuale' non consentita con elaborazione interrupt attiva; sinumerik_alarm_nck; 07.02.2020 14:36:33.5470000; 07.02.2020 15:07:23.4620000
16927; Canale 2: Azione 'Cambio al modo operativo manuale' non consentita con elaborazione interrupt attiva; sinumerik_alarm_nck; 07.02.2020 14:36:33.5550000; 07.02.2020 15:07:23.4620000
703318; Dispositivo di serraggio zona di lavoro movimento consentito  manca; sinumerik_alarm_plc_pmc; 07.02.2020 15:10:30.3270000; 07.02.2020 15:10:31.7750000
753313; Dispositivo di serraggio zona di lavoro movimento consentito  DB4000.DBX66.4 manca; sinumerik_alarm_plc_pmc; 07.02.2020 15:10:30.8060000; 07.02.2020 15:10:31.7060000
753345; Dispositivo di serraggio zona di lavoro movimento consentito  DB4000.DBX66.4 manca; sinumerik_alarm_plc_pmc; 07.02.2020 15:10:30.8070000; 07.02.2020 15:10:31.7070000
753377; Dispositivo di serraggio zona di lavoro movimento consentito  DB4000.DBX66.4 manca; sinumerik_alarm_plc_pmc; 07.02.2020 15:10:30.8070000; 07.02.2020 15:10:31.7080000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 07.02.2020 15:10:30.8080000; 07.02.2020 15:10:31.7080000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 07.02.2020 15:10:30.8080000; 07.02.2020 15:10:31.7090000
6406; Canale 1: Manca la tacitazione PLC al comando 01; sinumerik_alarm_nck; 07.02.2020 15:33:57.0900000; 07.02.2020 15:33:57.9020000
16906; Canale 1: Influenza sul programma: azione 'Interrupt utente (posizione di default)' interrotta a causa di un allarme; sinumerik_alarm_nck; 07.02.2020 15:33:57.3090000; 07.02.2020 15:33:57.9020000
910001; Controllo rottura utensile 1: rottura utensile:  Duplo n.: 0 (rimuovere tutti i pezzi rotti dalla canalina trucioli); ; 08.02.2020 09:48:49.3800000; 08.02.2020 09:52:40.8840000
704351; lunghezza max. utensile in mandrino 1 inferiore a lunghezza di taglio; sinumerik_alarm_plc_pmc; 08.02.2020 10:24:25.1480000; 08.02.2020 10:24:44.6580000
753838; Anomalia canale 1  DB2500.DBX0.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 08.02.2020 10:24:25.9390000; 08.02.2020 10:24:44.7640000
753839; Anomalia canale 2  DB2500.DBX100.3 Stato 0 manca; sinumerik_alarm_plc_pmc; 08.02.2020 10:24:25.9390000; 08.02.2020 10:24:44.7780000
27002; Asse X_1_ test stop in corso; sinumerik_alarm_nck; 09.02.2020 08:25:11.6720000; 09.02.2020 08:25:11.8760000
27002; Asse Y_1_ test stop in corso; sinumerik_alarm_nck; 09.02.2020 08:25:11.6720000; 09.02.2020 08:25:11.8760000
27002; Asse A_1_ test stop in corso; sinumerik_alarm_nck; 09.02.2020 08:25:11.6800000; 09.02.2020 08:25:11.8840000
27002; Asse SP1 test stop in corso; sinumerik_alarm_nck; 09.02.2020 08:25:11.6800000; 09.02.2020 08:25:11.8840000
27002; Asse Z_1_ test stop in corso; sinumerik_alarm_nck; 09.02.2020 08:25:11.6820000; 09.02.2020 08:25:11.8860000
27002; Asse B_1_ test stop in corso; sinumerik_alarm_nck; 09.02.2020 08:25:11.6820000; 09.02.2020 08:25:11.8860000
201798; Asse B_1_ DRV_3.14:2 (15), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 09.02.2020 08:25:11.6690000; 09.02.2020 08:25:12.7170000
201798; Asse A_1_ DRV_3.14:3 (17), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 09.02.2020 08:25:11.6690000; 09.02.2020 08:25:12.7330000
201798; Asse X_1_ DRV_3.3:3 (11), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 09.02.2020 08:25:11.6700000; 09.02.2020 08:25:12.8570000
201798; Asse Y_1_ DRV_3.3:5 (12), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 09.02.2020 08:25:11.6700000; 09.02.2020 08:25:12.8730000
201798; Asse Z_1_ DRV_3.3:4 (13), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 09.02.2020 08:25:11.6700000; 09.02.2020 08:25:12.8900000
201798; Asse SP1 DRV_3.3:7 (18), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 09.02.2020 08:25:11.6700000; 09.02.2020 08:25:12.9540000
27002; Asse ZM1_ test stop in corso; sinumerik_alarm_nck; 09.02.2020 08:25:12.0460000; 09.02.2020 08:25:12.2500000
27002; Asse Y_2_ test stop in corso; sinumerik_alarm_nck; 09.02.2020 08:25:12.0460000; 09.02.2020 08:25:12.2500000
27002; Asse ES1_ test stop in corso; sinumerik_alarm_nck; 09.02.2020 08:25:12.0480000; 09.02.2020 08:25:12.2520000
27002; Asse E_1_ test stop in corso; sinumerik_alarm_nck; 09.02.2020 08:25:12.0480000; 09.02.2020 08:25:12.2520000
27002; Asse Q_1_ test stop in corso; sinumerik_alarm_nck; 09.02.2020 08:25:12.0500000; 09.02.2020 08:25:12.2540000
27002; Asse EL1_ test stop in corso; sinumerik_alarm_nck; 09.02.2020 08:25:12.0500000; 09.02.2020 08:25:12.2540000
201798; Asse Q_1_ DRV_3.15:2 (22), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 09.02.2020 08:25:12.0410000; 09.02.2020 08:25:13.1970000
201798; Asse EL1_ DRV_3.15:4 (24), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 09.02.2020 08:25:12.0410000; 09.02.2020 08:25:13.2210000
201798; Asse ES1_ DRV_3.15:6 (26), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 09.02.2020 08:25:12.0410000; 09.02.2020 08:25:13.2450000
201798; Asse E_1_ DRV_3.15:5 (28), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 09.02.2020 08:25:12.0410000; 09.02.2020 08:25:13.2930000
27002; Asse X_1_ test stop in corso; sinumerik_alarm_nck; 10.02.2020 09:38:59.3470000; 10.02.2020 09:38:59.5510000
27002; Asse Y_1_ test stop in corso; sinumerik_alarm_nck; 10.02.2020 09:38:59.3470000; 10.02.2020 09:38:59.5510000
27002; Asse A_1_ test stop in corso; sinumerik_alarm_nck; 10.02.2020 09:38:59.3550000; 10.02.2020 09:38:59.5590000
27002; Asse SP1 test stop in corso; sinumerik_alarm_nck; 10.02.2020 09:38:59.3550000; 10.02.2020 09:38:59.5590000
27002; Asse Z_1_ test stop in corso; sinumerik_alarm_nck; 10.02.2020 09:38:59.3570000; 10.02.2020 09:38:59.5610000
27002; Asse B_1_ test stop in corso; sinumerik_alarm_nck; 10.02.2020 09:38:59.3570000; 10.02.2020 09:38:59.5610000
201798; Asse B_1_ DRV_3.14:2 (15), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 10.02.2020 09:38:59.3490000; 10.02.2020 09:39:00.4050000
201798; Asse A_1_ DRV_3.14:3 (17), Componente NX_104 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 10.02.2020 09:38:59.3490000; 10.02.2020 09:39:00.4210000
201798; Asse X_1_ DRV_3.3:3 (11), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 10.02.2020 09:38:59.3500000; 10.02.2020 09:39:00.5210000
201798; Asse Y_1_ DRV_3.3:5 (12), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 10.02.2020 09:38:59.3500000; 10.02.2020 09:39:00.5370000
201798; Asse Z_1_ DRV_3.3:4 (13), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 10.02.2020 09:38:59.3500000; 10.02.2020 09:39:00.5530000
201798; Asse SP1 DRV_3.3:7 (18), Componente NCU_01 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 10.02.2020 09:38:59.3500000; 10.02.2020 09:39:00.5700000
27002; Asse ZM1_ test stop in corso; sinumerik_alarm_nck; 10.02.2020 09:38:59.7330000; 10.02.2020 09:38:59.9370000
27002; Asse Y_2_ test stop in corso; sinumerik_alarm_nck; 10.02.2020 09:38:59.7330000; 10.02.2020 09:38:59.9370000
27002; Asse ES1_ test stop in corso; sinumerik_alarm_nck; 10.02.2020 09:38:59.7350000; 10.02.2020 09:38:59.9390000
27002; Asse E_1_ test stop in corso; sinumerik_alarm_nck; 10.02.2020 09:38:59.7350000; 10.02.2020 09:38:59.9390000
27002; Asse Q_1_ test stop in corso; sinumerik_alarm_nck; 10.02.2020 09:38:59.7370000; 10.02.2020 09:38:59.9410000
27002; Asse EL1_ test stop in corso; sinumerik_alarm_nck; 10.02.2020 09:38:59.7370000; 10.02.2020 09:38:59.9410000
201798; Asse Q_1_ DRV_3.15:2 (22), Componente NX_105 (1):SI Motion P1 (CU): Stop di prova per sorveglianze di movimento in corso.; fhy101011_05103400; 10.02.2020 09:38:59.7330000; 10.02.2020 09:39:00.8770000
